DOEID,MONEYPY,HOUSEHOLDER_RACE,SCALEE,UATYP10,DIVISION,
115678,9,1,0,U,South Atlantic,
115679,5,1,0,U,Middle Atlantic,
115680,16,1,0,R,New England,
115681,13,1,0,U,West South Central,
115682,16,1,0,U,Middle Atlantic,
115683,13,1,0,U,Mountain,
115684,14,1,0,R,West South Central,
115685,16,1,0,U,Middle Atlantic,
115686,7,1,0,U,Pacific,
115687,14,1,0,U,South Atlantic,
115688,15,1,0,R,South Atlantic,
115689,16,1,0,U,West North Central,
115690,14,1,0,U,Middle Atlantic,
115691,13,1,0,U,Mountain,
115692,16,1,0,U,South Atlantic,
115693,7,1,0,C,Mountain,
115694,6,1,0,C,Middle Atlantic,
115695,11,1,3,C,East North Central,
115696,16,1,0,U,West South Central,
115697,16,2,0,R,West South Central,
115698,13,1,0,R,Middle Atlantic,
115699,14,4,0,U,South Atlantic,
115700,16,1,0,U,Pacific,
115701,16,1,0,R,West South Central,
115702,1,1,3,U,South Atlantic,
115703,6,6,0,R,East South Central,
115704,9,2,0,U,West South Central,
115705,16,1,0,U,South Atlantic,
115706,6,1,0,U,West North Central,
115707,10,1,0,U,South Atlantic,
115708,16,1,0,R,Pacific,
115709,15,1,0,U,South Atlantic,
115710,14,2,0,U,Middle Atlantic,
115711,13,1,0,U,Mountain,
115712,11,1,0,U,Mountain,
115713,11,1,0,R,Middle Atlantic,
115714,14,3,0,U,South Atlantic,
115715,16,1,0,R,West South Central,
115716,11,1,0,R,Pacific,
115717,15,1,0,U,West South Central,
115718,15,1,0,R,Mountain,
115719,16,1,0,U,South Atlantic,
115720,9,1,0,U,West South Central,
115721,11,1,0,U,East South Central,
115722,13,1,0,U,East North Central,
115723,16,1,0,U,East North Central,
115724,1,1,2,U,East South Central,
115725,6,1,0,U,West South Central,
115726,15,1,0,U,West North Central,
115727,10,1,0,U,Mountain,
115728,12,1,0,R,Middle Atlantic,
115729,14,1,0,U,Mountain,
115730,14,4,0,U,New England,
115731,15,1,0,U,Middle Atlantic,
115732,4,2,0,U,East North Central,
115733,15,1,0,R,West South Central,
115734,14,1,2,C,Pacific,
115735,16,1,0,R,Middle Atlantic,
115736,16,1,0,U,West North Central,
115737,2,1,2,U,South Atlantic,
115738,14,1,0,U,West South Central,
115739,14,2,0,U,Middle Atlantic,
115740,9,1,0,C,East South Central,
115741,13,1,0,C,Mountain,
115742,13,1,0,C,Mountain,
115743,8,1,0,R,East South Central,
115744,13,2,0,U,West North Central,
115745,11,2,0,U,South Atlantic,
115746,1,1,0,U,Pacific,
115747,13,1,0,U,New England,
115748,16,1,0,U,South Atlantic,
115749,8,1,0,R,New England,
115750,15,1,0,C,Pacific,
115751,15,1,0,R,Mountain,
115752,13,1,0,U,West South Central,
115753,8,1,0,C,New England,
115754,11,1,0,C,West South Central,
115755,10,1,0,U,South Atlantic,
115756,16,1,0,U,West North Central,
115757,11,1,0,U,Pacific,
115758,16,1,0,U,New England,
115759,15,1,0,U,South Atlantic,
115760,8,1,0,U,East North Central,
115761,14,1,0,U,Pacific,
115762,15,1,0,U,Pacific,
115763,14,1,0,R,Mountain,
115764,16,1,0,U,Middle Atlantic,
115765,13,2,0,U,West North Central,
115766,8,1,0,U,South Atlantic,
115767,12,1,3,R,West North Central,
115768,1,1,2,U,West North Central,
115769,15,1,0,U,West South Central,
115770,14,1,0,U,Pacific,
115771,8,1,0,U,Pacific,
115772,14,1,0,U,Middle Atlantic,
115773,8,1,1,U,Mountain,
115774,7,1,0,U,Pacific,
115775,12,1,0,U,East North Central,
115776,13,1,0,C,Pacific,
115777,14,1,0,U,West South Central,
115778,16,2,0,U,South Atlantic,
115779,6,1,1,R,New England,
115780,15,1,0,R,East North Central,
115781,15,1,0,C,Middle Atlantic,
115782,13,4,0,U,Pacific,
115783,15,1,0,C,West North Central,
115784,15,1,0,C,Pacific,
115785,10,1,0,C,Mountain,
115786,15,6,0,U,South Atlantic,
115787,8,1,0,U,West South Central,
115788,12,1,0,R,New England,
115789,7,1,0,U,Pacific,
115790,16,1,0,U,New England,
115791,10,1,0,R,East South Central,
115792,11,1,0,U,Middle Atlantic,
115793,15,2,0,U,South Atlantic,
115794,1,1,0,U,East North Central,
115795,15,1,0,R,Mountain,
115796,13,1,0,U,West South Central,
115797,15,2,0,R,South Atlantic,
115798,14,1,0,R,East South Central,
115799,7,1,0,U,Pacific,
115800,15,1,0,R,South Atlantic,
115801,12,1,0,U,Middle Atlantic,
115802,14,1,0,U,New England,
115803,11,1,0,R,New England,
115804,13,1,0,U,South Atlantic,
115805,16,1,0,U,Pacific,
115806,1,6,0,R,East South Central,
115807,9,1,0,U,West South Central,
115808,4,1,0,U,West North Central,
115809,13,2,1,U,Pacific,
115810,14,1,0,R,East South Central,
115811,10,1,0,U,East South Central,
115812,14,1,0,U,Middle Atlantic,
115813,12,1,0,U,Middle Atlantic,
115814,12,1,0,U,West North Central,
115815,11,1,3,U,East South Central,
115816,1,2,2,U,East North Central,
115817,10,1,0,C,Mountain,
115818,16,1,0,U,New England,
115819,11,1,0,U,West North Central,
115820,16,1,0,U,East South Central,
115821,15,1,0,U,New England,
115822,16,1,0,R,East South Central,
115823,9,1,0,U,Mountain,
115824,14,1,0,U,New England,
115825,14,1,0,U,Middle Atlantic,
115826,14,1,0,C,Pacific,
115827,14,4,0,U,South Atlantic,
115828,7,1,0,U,Pacific,
115829,13,1,0,U,West North Central,
115830,14,1,0,U,New England,
115831,6,1,3,U,Pacific,
115832,5,1,0,C,East South Central,
115833,14,1,0,U,East North Central,
115834,15,1,2,R,New England,
115835,15,1,0,U,West North Central,
115836,1,2,0,U,Pacific,
115837,10,1,0,R,West North Central,
115838,10,1,0,R,East North Central,
115839,10,1,0,R,West South Central,
115840,7,2,0,U,Pacific,
115841,8,1,0,U,West South Central,
115842,15,1,0,U,Pacific,
115843,14,1,0,R,New England,
115844,8,2,3,U,South Atlantic,
115845,7,1,0,R,East South Central,
115846,16,1,0,R,New England,
115847,9,2,0,U,West South Central,
115848,13,6,0,U,Mountain,
115849,10,1,0,U,East North Central,
115850,14,2,0,U,South Atlantic,
115851,15,1,0,U,Pacific,
115852,6,1,0,U,East North Central,
115853,9,1,0,U,Mountain,
115854,13,1,0,R,West South Central,
115855,2,1,0,U,Pacific,
115856,14,1,0,U,Pacific,
115857,11,1,0,U,South Atlantic,
115858,8,1,0,C,East North Central,
115859,15,1,0,U,Middle Atlantic,
115860,16,1,0,U,East North Central,
115861,9,6,0,R,Pacific,
115862,14,4,3,R,West South Central,
115863,8,6,0,U,East North Central,
115864,8,1,0,R,West North Central,
115865,16,1,0,C,East North Central,
115866,7,4,0,U,South Atlantic,
115867,7,1,0,U,Mountain,
115868,16,1,0,R,Mountain,
115869,11,1,0,U,South Atlantic,
115870,7,2,0,U,Middle Atlantic,
115871,10,1,0,U,Middle Atlantic,
115872,9,1,0,U,Mountain,
115873,7,1,0,U,Pacific,
115874,9,6,0,U,Pacific,
115875,16,1,0,R,Pacific,
115876,16,1,0,U,South Atlantic,
115877,11,2,0,U,East North Central,
115878,16,2,0,U,New England,
115879,9,1,0,U,West South Central,
115880,14,1,0,U,New England,
115881,1,4,0,U,Pacific,
115882,8,2,0,U,West South Central,
115883,3,4,0,U,South Atlantic,
115884,8,4,0,U,Pacific,
115885,14,1,0,U,East North Central,
115886,14,2,0,U,South Atlantic,
115887,14,1,0,U,South Atlantic,
115888,13,1,0,U,Pacific,
115889,7,6,0,U,South Atlantic,
115890,14,4,0,U,Middle Atlantic,
115891,11,1,0,U,East North Central,
115892,12,1,0,U,Mountain,
115893,16,1,0,R,East North Central,
115894,14,1,0,R,New England,
115895,6,4,0,U,Middle Atlantic,
115896,8,1,0,R,West South Central,
115897,13,1,2,R,West South Central,
115898,15,1,0,C,East South Central,
115899,11,1,0,R,New England,
115900,14,6,0,U,Pacific,
115901,15,1,0,R,East North Central,
115902,15,1,0,R,New England,
115903,1,1,0,R,Middle Atlantic,
115904,11,1,0,C,Mountain,
115905,8,1,0,U,Mountain,
115906,10,1,0,U,South Atlantic,
115907,16,1,0,R,South Atlantic,
115908,11,1,0,R,East North Central,
115909,16,1,0,U,Middle Atlantic,
115910,16,1,0,U,East North Central,
115911,5,1,0,U,Pacific,
115912,7,1,0,U,Pacific,
115913,15,1,0,U,Pacific,
115914,4,1,2,U,West South Central,
115915,14,1,0,U,South Atlantic,
115916,15,1,0,U,Pacific,
115917,14,1,0,U,South Atlantic,
115918,15,1,0,U,Middle Atlantic,
115919,15,1,0,U,East North Central,
115920,15,1,0,U,Middle Atlantic,
115921,11,1,0,U,South Atlantic,
115922,12,3,0,U,Pacific,
115923,15,1,0,U,West South Central,
115924,10,1,0,U,South Atlantic,
115925,7,1,0,U,Middle Atlantic,
115926,15,1,0,R,West North Central,
115927,7,1,0,R,South Atlantic,
115928,14,1,0,U,East South Central,
115929,15,1,0,R,East South Central,
115930,14,1,0,R,New England,
115931,11,1,0,U,Middle Atlantic,
115932,13,1,3,U,East North Central,
115933,14,1,0,U,West North Central,
115934,16,1,0,U,West North Central,
115935,10,1,0,U,South Atlantic,
115936,10,1,0,U,West North Central,
115937,1,2,0,U,West South Central,
115938,14,1,0,U,South Atlantic,
115939,13,2,0,U,South Atlantic,
115940,5,1,0,U,New England,
115941,16,1,0,R,West South Central,
115942,4,1,0,R,East North Central,
115943,14,1,0,R,East North Central,
115944,15,4,0,U,Pacific,
115945,10,2,0,U,Mountain,
115946,16,1,0,U,Middle Atlantic,
115947,8,1,0,R,West North Central,
115948,11,1,2,C,West North Central,
115949,16,1,0,U,Pacific,
115950,16,1,0,C,Mountain,
115951,13,1,0,U,New England,
115952,16,1,0,U,Pacific,
115953,15,1,1,U,Middle Atlantic,
115954,15,1,0,U,Mountain,
115955,15,1,0,R,South Atlantic,
115956,6,1,0,R,Middle Atlantic,
115957,12,1,0,U,Middle Atlantic,
115958,6,1,0,C,East North Central,
115959,5,1,0,R,Mountain,
115960,15,1,0,U,East North Central,
115961,13,1,0,U,East South Central,
115962,13,1,0,U,Mountain,
115963,8,1,0,U,South Atlantic,
115964,12,6,0,U,Pacific,
115965,16,1,0,U,South Atlantic,
115966,15,1,0,U,Mountain,
115967,15,1,0,R,Pacific,
115968,13,1,0,U,East North Central,
115969,5,1,0,R,East South Central,
115970,8,1,0,R,Mountain,
115971,8,4,0,U,East North Central,
115972,5,1,0,R,South Atlantic,
115973,12,1,0,U,West South Central,
115974,15,1,0,U,Middle Atlantic,
115975,16,1,0,U,South Atlantic,
115976,12,1,0,U,West North Central,
115977,14,2,0,U,East North Central,
115978,16,1,0,U,West South Central,
115979,8,2,0,U,West North Central,
115980,13,1,0,U,Mountain,
115981,16,1,0,U,East North Central,
115982,10,1,0,R,East North Central,
115983,6,5,3,U,West North Central,
115984,6,1,0,C,Mountain,
115985,12,1,0,U,South Atlantic,
115986,10,1,0,C,West South Central,
115987,16,1,0,U,Middle Atlantic,
115988,12,1,0,R,New England,
115989,6,1,0,R,East North Central,
115990,13,1,0,C,West North Central,
115991,13,1,0,U,Mountain,
115992,12,1,0,U,East North Central,
115993,14,1,0,R,Middle Atlantic,
115994,13,6,0,U,Pacific,
115995,8,2,0,U,Pacific,
115996,12,1,0,C,New England,
115997,13,4,0,U,Pacific,
115998,16,1,0,U,Middle Atlantic,
115999,13,1,3,R,West South Central,
116000,15,1,0,C,Mountain,
116001,13,1,0,U,Pacific,
116002,7,1,0,U,Mountain,
116003,13,1,0,R,South Atlantic,
116004,14,1,0,U,Pacific,
116005,14,1,0,U,West South Central,
116006,14,2,0,U,West South Central,
116007,14,1,0,C,East South Central,
116008,12,1,0,U,New England,
116009,11,1,2,U,East North Central,
116010,11,1,0,U,New England,
116011,8,2,2,U,South Atlantic,
116012,11,1,0,U,Pacific,
116013,4,1,0,U,New England,
116014,1,2,0,R,East South Central,
116015,9,1,0,U,South Atlantic,
116016,13,1,0,U,West South Central,
116017,15,1,0,U,West South Central,
116018,16,1,0,R,New England,
116019,13,1,0,U,Mountain,
116020,15,1,0,R,West North Central,
116021,7,1,0,U,Mountain,
116022,6,1,0,R,New England,
116023,9,1,0,C,East South Central,
116024,4,1,0,R,West North Central,
116025,11,1,0,U,West South Central,
116026,14,1,0,U,East North Central,
116027,13,1,0,U,Middle Atlantic,
116028,13,1,0,U,South Atlantic,
116029,9,4,0,U,West North Central,
116030,16,1,0,U,New England,
116031,15,1,0,U,South Atlantic,
116032,14,1,0,U,East North Central,
116033,7,1,0,U,West North Central,
116034,15,1,0,R,Middle Atlantic,
116035,15,1,0,U,Pacific,
116036,13,2,0,U,East North Central,
116037,6,1,0,R,West North Central,
116038,12,1,0,R,West North Central,
116039,15,1,0,R,New England,
116040,16,1,0,U,New England,
116041,9,1,0,U,Pacific,
116042,3,5,0,U,West South Central,
116043,9,1,0,R,East South Central,
116044,7,4,0,U,South Atlantic,
116045,2,2,0,U,East North Central,
116046,13,1,0,C,South Atlantic,
116047,16,4,0,U,New England,
116048,11,1,0,U,Middle Atlantic,
116049,16,4,0,U,South Atlantic,
116050,15,1,0,C,West North Central,
116051,9,1,0,U,Pacific,
116052,12,1,0,U,Mountain,
116053,6,1,0,U,West North Central,
116054,14,1,0,U,New England,
116055,6,1,0,U,West North Central,
116056,16,4,0,U,Middle Atlantic,
116057,13,1,0,R,Mountain,
116058,2,1,0,U,Middle Atlantic,
116059,16,1,0,R,South Atlantic,
116060,16,1,0,U,New England,
116061,16,1,0,R,South Atlantic,
116062,12,1,0,R,East South Central,
116063,9,2,1,U,South Atlantic,
116064,9,1,1,R,West South Central,
116065,16,1,0,U,Mountain,
116066,16,1,0,U,Pacific,
116067,14,1,0,U,Mountain,
116068,15,1,0,U,West North Central,
116069,13,2,0,U,East South Central,
116070,3,3,0,R,West South Central,
116071,15,1,0,U,New England,
116072,16,1,0,R,East South Central,
116073,7,1,3,R,East North Central,
116074,11,4,0,U,Middle Atlantic,
116075,6,1,0,U,South Atlantic,
116076,6,1,2,U,Mountain,
116077,15,1,0,C,Pacific,
116078,12,1,0,U,East North Central,
116079,12,4,0,U,New England,
116080,16,1,0,U,South Atlantic,
116081,7,1,0,U,East South Central,
116082,12,2,0,U,Middle Atlantic,
116083,14,1,3,U,West South Central,
116084,11,1,0,U,Pacific,
116085,13,1,0,C,West South Central,
116086,12,1,0,U,Pacific,
116087,14,1,0,C,Mountain,
116088,12,2,0,U,South Atlantic,
116089,3,3,0,U,West North Central,
116090,15,1,0,U,East North Central,
116091,15,1,0,U,Mountain,
116092,12,4,0,U,Pacific,
116093,11,2,0,U,South Atlantic,
116094,14,1,0,U,Pacific,
116095,14,2,0,U,Middle Atlantic,
116096,16,1,0,U,Pacific,
116097,13,1,0,U,Mountain,
116098,14,4,0,U,West South Central,
116099,13,1,0,R,South Atlantic,
116100,15,1,0,U,Middle Atlantic,
116101,16,1,0,R,Middle Atlantic,
116102,9,1,0,U,Mountain,
116103,12,1,0,U,Middle Atlantic,
116104,3,1,3,R,South Atlantic,
116105,11,1,3,U,West South Central,
116106,14,1,0,C,South Atlantic,
116107,3,1,0,C,Mountain,
116108,13,1,0,U,Middle Atlantic,
116109,13,4,0,U,Middle Atlantic,
116110,5,1,0,U,New England,
116111,3,6,0,U,South Atlantic,
116112,15,1,0,U,West North Central,
116113,12,1,0,U,Mountain,
116114,8,1,0,R,South Atlantic,
116115,16,1,0,U,Mountain,
116116,15,1,0,R,New England,
116117,14,1,0,U,East North Central,
116118,5,1,1,U,Middle Atlantic,
116119,15,1,0,R,New England,
116120,13,1,3,U,South Atlantic,
116121,7,1,0,R,West North Central,
116122,7,1,0,R,West South Central,
116123,15,1,0,U,Middle Atlantic,
116124,4,2,0,U,South Atlantic,
116125,11,1,0,C,West South Central,
116126,2,2,3,U,Middle Atlantic,
116127,10,2,0,C,South Atlantic,
116128,16,4,0,U,Pacific,
116129,12,1,0,R,South Atlantic,
116130,14,1,0,U,Pacific,
116131,14,1,0,C,West North Central,
116132,16,1,0,U,Pacific,
116133,9,3,0,C,Mountain,
116134,14,2,2,U,East North Central,
116135,13,4,0,U,Middle Atlantic,
116136,7,1,0,R,West South Central,
116137,8,3,2,U,West South Central,
116138,14,1,0,U,Middle Atlantic,
116139,7,1,0,U,New England,
116140,7,1,0,C,West North Central,
116141,13,6,0,C,Middle Atlantic,
116142,14,1,0,R,West South Central,
116143,13,1,0,R,South Atlantic,
116144,14,1,0,R,South Atlantic,
116145,14,3,0,R,Pacific,
116146,14,1,0,U,West South Central,
116147,3,1,0,R,New England,
116148,13,1,0,R,East North Central,
116149,14,2,0,U,East North Central,
116150,15,1,0,C,East North Central,
116151,16,2,0,U,East South Central,
116152,16,1,0,R,New England,
116153,14,1,0,U,East South Central,
116154,13,1,0,R,West North Central,
116155,11,1,0,U,Pacific,
116156,15,1,0,R,New England,
116157,5,1,2,U,Middle Atlantic,
116158,8,4,0,U,South Atlantic,
116159,12,1,0,C,West North Central,
116160,13,1,0,U,South Atlantic,
116161,9,1,3,U,South Atlantic,
116162,16,1,0,U,New England,
116163,16,1,0,U,New England,
116164,12,1,0,R,West North Central,
116165,7,1,0,U,Pacific,
116166,15,1,0,U,Mountain,
116167,14,1,0,U,East North Central,
116168,15,1,0,U,East South Central,
116169,16,1,0,U,Middle Atlantic,
116170,15,1,0,U,West South Central,
116171,16,4,0,U,South Atlantic,
116172,7,1,3,R,East South Central,
116173,9,2,2,U,South Atlantic,
116174,13,1,0,U,Mountain,
116175,14,1,0,R,Pacific,
116176,15,1,0,U,New England,
116177,15,1,0,U,East North Central,
116178,12,1,0,U,East North Central,
116179,12,1,0,R,West South Central,
116180,15,1,0,U,West South Central,
116181,14,1,0,U,Pacific,
116182,15,1,0,R,West North Central,
116183,11,2,0,U,Middle Atlantic,
116184,10,1,0,R,East North Central,
116185,13,1,0,U,New England,
116186,13,1,0,U,South Atlantic,
116187,8,1,1,C,West North Central,
116188,5,1,0,R,Middle Atlantic,
116189,14,1,0,U,Pacific,
116190,14,4,0,U,South Atlantic,
116191,15,1,0,U,New England,
116192,13,1,0,R,East South Central,
116193,15,1,0,U,East North Central,
116194,13,1,0,R,New England,
116195,15,1,0,U,Mountain,
116196,8,1,0,U,West South Central,
116197,10,1,0,C,West North Central,
116198,13,1,0,U,South Atlantic,
116199,11,2,2,U,East South Central,
116200,11,1,0,R,Middle Atlantic,
116201,15,1,0,U,Mountain,
116202,14,1,0,R,New England,
116203,12,1,0,U,East North Central,
116204,8,1,0,C,West South Central,
116205,15,1,0,U,Mountain,
116206,16,1,0,U,South Atlantic,
116207,14,1,0,C,South Atlantic,
116208,15,1,0,U,Pacific,
116209,9,1,0,R,West North Central,
116210,15,1,0,U,Mountain,
116211,16,1,0,U,South Atlantic,
116212,16,1,0,R,Mountain,
116213,15,1,0,U,Middle Atlantic,
116214,11,1,0,U,West South Central,
116215,8,2,0,U,Pacific,
116216,12,1,0,C,New England,
116217,7,1,0,R,South Atlantic,
116218,16,1,0,C,Mountain,
116219,16,1,0,U,West South Central,
116220,14,6,0,U,East South Central,
116221,14,1,0,R,West North Central,
116222,16,1,0,C,South Atlantic,
116223,15,1,0,U,Middle Atlantic,
116224,3,1,0,R,West South Central,
116225,8,1,0,R,South Atlantic,
116226,11,1,0,U,South Atlantic,
116227,15,1,0,R,Middle Atlantic,
116228,13,1,0,R,East North Central,
116229,14,1,0,U,Middle Atlantic,
116230,12,5,3,U,Pacific,
116231,13,1,0,U,South Atlantic,
116232,15,2,0,U,South Atlantic,
116233,9,1,0,U,South Atlantic,
116234,15,1,0,U,New England,
116235,16,1,0,C,West North Central,
116236,11,1,0,U,South Atlantic,
116237,16,1,0,U,East South Central,
116238,9,1,0,U,Mountain,
116239,12,1,0,R,East North Central,
116240,14,1,0,C,West North Central,
116241,4,1,0,R,West South Central,
116242,15,4,0,U,Middle Atlantic,
116243,13,1,0,U,Middle Atlantic,
116244,7,1,0,U,Mountain,
116245,16,1,0,U,West South Central,
116246,16,1,0,U,West South Central,
116247,6,1,0,U,East North Central,
116248,9,1,0,U,Pacific,
116249,7,1,0,R,East North Central,
116250,16,1,0,U,Middle Atlantic,
116251,15,1,0,C,South Atlantic,
116252,11,1,0,U,West North Central,
116253,15,1,0,U,Pacific,
116254,4,1,0,R,East South Central,
116255,16,1,0,R,Pacific,
116256,14,1,0,U,Pacific,
116257,15,1,0,U,South Atlantic,
116258,14,1,0,R,New England,
116259,15,1,0,R,East South Central,
116260,4,2,0,U,South Atlantic,
116261,16,1,0,R,Middle Atlantic,
116262,14,4,0,U,Pacific,
116263,12,1,0,C,Mountain,
116264,12,1,0,U,East North Central,
116265,14,1,0,R,New England,
116266,16,1,0,C,Pacific,
116267,16,1,0,U,New England,
116268,6,1,0,C,Mountain,
116269,8,1,0,U,East South Central,
116270,16,1,0,U,Pacific,
116271,16,1,0,R,New England,
116272,13,1,0,U,Pacific,
116273,9,1,0,U,Pacific,
116274,15,1,0,U,South Atlantic,
116275,15,1,0,R,South Atlantic,
116276,11,1,0,U,South Atlantic,
116277,4,2,0,U,East South Central,
116278,12,1,0,R,West South Central,
116279,14,1,0,U,East North Central,
116280,13,2,2,U,Middle Atlantic,
116281,16,1,0,R,East South Central,
116282,7,1,0,U,New England,
116283,16,1,0,R,East South Central,
116284,11,1,0,U,Mountain,
116285,7,1,0,U,East North Central,
116286,11,1,0,R,South Atlantic,
116287,13,1,0,U,East North Central,
116288,14,1,0,U,Pacific,
116289,10,1,0,C,West South Central,
116290,15,6,0,U,West South Central,
116291,10,1,0,R,New England,
116292,14,1,0,U,New England,
116293,1,2,2,U,South Atlantic,
116294,11,1,0,U,West North Central,
116295,15,1,0,R,Pacific,
116296,16,1,0,C,East North Central,
116297,14,1,0,R,West North Central,
116298,15,1,0,R,West North Central,
116299,16,1,0,U,South Atlantic,
116300,14,1,0,C,New England,
116301,9,1,0,U,West North Central,
116302,11,4,0,U,South Atlantic,
116303,5,1,0,U,East North Central,
116304,6,1,0,U,East North Central,
116305,11,1,0,U,Middle Atlantic,
116306,16,1,0,U,West North Central,
116307,12,1,0,U,Middle Atlantic,
116308,14,1,0,U,South Atlantic,
116309,16,1,0,R,Mountain,
116310,15,1,0,R,Mountain,
116311,10,2,0,R,East South Central,
116312,15,1,0,U,South Atlantic,
116313,15,1,0,U,East South Central,
116314,14,1,0,C,Mountain,
116315,14,1,0,U,Mountain,
116316,11,1,0,R,West South Central,
116317,16,1,0,U,Mountain,
116318,1,1,3,U,South Atlantic,
116319,15,1,0,U,New England,
116320,11,1,0,U,West North Central,
116321,16,1,0,U,South Atlantic,
116322,12,6,0,C,Mountain,
116323,15,1,0,U,Middle Atlantic,
116324,14,1,0,U,Middle Atlantic,
116325,14,1,0,U,Middle Atlantic,
116326,10,4,0,U,Pacific,
116327,11,1,0,U,West South Central,
116328,15,1,0,R,New England,
116329,14,1,0,C,Mountain,
116330,15,1,0,R,New England,
116331,10,1,0,U,Mountain,
116332,14,1,2,U,New England,
116333,14,1,0,U,East North Central,
116334,16,1,0,U,Pacific,
116335,7,1,0,U,South Atlantic,
116336,6,1,0,R,West North Central,
116337,16,4,0,R,New England,
116338,4,1,0,U,Mountain,
116339,14,1,0,R,New England,
116340,4,3,0,R,East North Central,
116341,16,1,0,U,Middle Atlantic,
116342,11,1,0,R,South Atlantic,
116343,6,1,0,U,West South Central,
116344,10,2,0,U,Mountain,
116345,15,4,0,U,South Atlantic,
116346,12,1,0,U,Middle Atlantic,
116347,12,1,0,U,West South Central,
116348,10,1,0,C,West North Central,
116349,10,1,3,U,East North Central,
116350,15,1,0,U,Mountain,
116351,12,1,0,U,East North Central,
116352,13,2,0,U,West South Central,
116353,16,1,0,R,Middle Atlantic,
116354,9,1,0,U,Mountain,
116355,13,4,0,U,Pacific,
116356,9,1,3,U,East South Central,
116357,10,1,0,U,Pacific,
116358,15,1,0,U,Middle Atlantic,
116359,6,1,0,U,West North Central,
116360,13,1,0,C,South Atlantic,
116361,15,4,0,U,Pacific,
116362,12,1,0,R,East South Central,
116363,16,1,0,U,South Atlantic,
116364,1,3,2,R,Mountain,
116365,16,1,0,U,Mountain,
116366,8,1,0,U,South Atlantic,
116367,10,6,0,U,Mountain,
116368,16,1,0,U,Mountain,
116369,9,1,0,U,Middle Atlantic,
116370,16,1,0,U,Mountain,
116371,13,1,0,U,South Atlantic,
116372,13,1,0,U,East South Central,
116373,4,1,3,U,New England,
116374,15,1,0,U,Pacific,
116375,11,2,0,C,West South Central,
116376,7,1,0,U,East North Central,
116377,10,1,0,R,Middle Atlantic,
116378,11,1,0,R,New England,
116379,14,1,0,R,South Atlantic,
116380,14,1,0,U,Pacific,
116381,14,1,0,U,Mountain,
116382,8,1,0,R,South Atlantic,
116383,12,1,0,R,South Atlantic,
116384,16,1,0,U,New England,
116385,15,1,0,R,West North Central,
116386,9,1,0,U,Mountain,
116387,15,1,0,U,Mountain,
116388,11,1,0,R,South Atlantic,
116389,9,1,0,R,South Atlantic,
116390,13,1,0,U,Pacific,
116391,7,1,0,U,South Atlantic,
116392,16,1,0,R,Pacific,
116393,14,1,0,U,West South Central,
116394,16,1,0,U,Middle Atlantic,
116395,11,1,0,U,Mountain,
116396,8,1,0,U,West North Central,
116397,13,1,0,U,Pacific,
116398,15,1,0,U,South Atlantic,
116399,6,1,0,R,West South Central,
116400,13,6,0,U,South Atlantic,
116401,11,1,0,R,West South Central,
116402,7,1,0,U,Mountain,
116403,4,1,0,U,South Atlantic,
116404,15,1,0,U,Middle Atlantic,
116405,11,1,0,R,West South Central,
116406,16,1,0,U,South Atlantic,
116407,11,2,0,U,East South Central,
116408,14,1,0,U,South Atlantic,
116409,14,1,0,U,Pacific,
116410,14,1,0,R,Pacific,
116411,13,1,0,C,East North Central,
116412,16,1,0,U,East South Central,
116413,14,1,0,U,West North Central,
116414,14,1,0,U,East South Central,
116415,10,1,0,U,Mountain,
116416,16,1,0,U,Middle Atlantic,
116417,10,1,0,C,West South Central,
116418,16,1,0,U,South Atlantic,
116419,15,1,0,U,East North Central,
116420,2,1,0,C,West North Central,
116421,7,1,0,U,Middle Atlantic,
116422,4,1,0,U,New England,
116423,16,1,0,R,East South Central,
116424,9,1,0,R,East South Central,
116425,14,4,0,U,East North Central,
116426,12,1,0,U,South Atlantic,
116427,15,1,0,U,West North Central,
116428,13,1,0,R,South Atlantic,
116429,15,2,0,U,South Atlantic,
116430,2,1,0,R,New England,
116431,11,4,0,U,Pacific,
116432,10,1,0,U,East South Central,
116433,15,1,0,U,West North Central,
116434,10,1,0,R,West South Central,
116435,16,1,0,U,South Atlantic,
116436,13,1,0,U,South Atlantic,
116437,14,1,0,U,Mountain,
116438,11,1,0,U,South Atlantic,
116439,13,1,0,R,Middle Atlantic,
116440,9,6,0,R,Pacific,
116441,16,1,0,U,Pacific,
116442,13,1,0,U,New England,
116443,13,1,0,U,East South Central,
116444,11,1,0,R,Mountain,
116445,10,1,0,U,East South Central,
116446,15,1,0,U,South Atlantic,
116447,13,1,0,U,Mountain,
116448,2,1,3,R,East South Central,
116449,8,1,0,R,East South Central,
116450,7,2,3,U,Middle Atlantic,
116451,16,1,0,U,Pacific,
116452,16,1,0,U,East South Central,
116453,8,1,0,U,New England,
116454,14,1,0,R,New England,
116455,14,1,0,U,South Atlantic,
116456,14,1,0,R,New England,
116457,12,1,0,R,East South Central,
116458,16,1,0,U,South Atlantic,
116459,14,1,0,U,South Atlantic,
116460,15,1,0,U,South Atlantic,
116461,16,1,0,U,South Atlantic,
116462,16,1,0,R,New England,
116463,8,1,0,C,West North Central,
116464,12,1,0,U,West South Central,
116465,13,1,0,R,Mountain,
116466,15,1,0,C,Pacific,
116467,7,1,0,R,West North Central,
116468,10,1,0,R,South Atlantic,
116469,16,6,0,U,Middle Atlantic,
