DOEID,MONEYPY,HOUSEHOLDER_RACE,SCALEE,UATYP10,DIVISION,
109223,15,1,0,R,New England,
109224,16,1,0,U,South Atlantic,
109225,13,1,0,U,South Atlantic,
109226,11,1,0,C,Middle Atlantic,
109227,13,1,0,R,Pacific,
109228,6,1,3,R,West South Central,
109229,12,2,2,U,New England,
109230,16,1,0,U,Pacific,
109231,7,1,0,U,East North Central,
109232,11,1,0,U,West South Central,
109233,4,1,0,U,South Atlantic,
109234,14,1,0,U,South Atlantic,
109235,16,1,0,R,Pacific,
109236,6,1,0,U,East South Central,
109237,15,1,0,U,New England,
109238,16,1,0,U,Middle Atlantic,
109239,12,1,0,R,South Atlantic,
109240,13,1,0,U,Mountain,
109241,8,1,0,C,Mountain,
109242,16,1,0,U,South Atlantic,
109243,14,1,0,R,Middle Atlantic,
109244,15,1,0,C,West North Central,
109245,6,1,0,U,South Atlantic,
109246,8,1,0,U,New England,
109247,15,1,0,U,South Atlantic,
109248,10,1,0,U,South Atlantic,
109249,16,1,0,R,West South Central,
109250,13,1,0,U,Pacific,
109251,14,1,0,U,South Atlantic,
109252,13,1,0,U,Mountain,
109253,16,1,0,U,East North Central,
109254,13,2,0,U,West South Central,
109255,13,1,0,C,Mountain,
109256,14,1,0,U,South Atlantic,
109257,16,1,0,U,Mountain,
109258,10,1,0,U,Mountain,
109259,14,1,0,U,New England,
109260,12,6,0,U,Mountain,
109261,11,1,0,U,New England,
109262,4,1,0,R,West North Central,
109263,10,2,0,R,West South Central,
109264,15,1,0,R,West South Central,
109265,15,1,0,R,East North Central,
109266,15,1,0,U,Mountain,
109267,7,1,0,U,South Atlantic,
109268,14,1,0,C,East South Central,
109269,16,6,0,U,Pacific,
109270,12,1,0,U,Middle Atlantic,
109271,16,2,0,U,West North Central,
109272,13,1,0,C,West North Central,
109273,11,1,0,R,Pacific,
109274,13,1,0,U,West South Central,
109275,3,1,3,U,East North Central,
109276,14,1,0,U,Pacific,
109277,12,1,0,R,South Atlantic,
109278,5,1,0,R,South Atlantic,
109279,1,2,0,C,West South Central,
109280,1,6,0,U,East North Central,
109281,14,1,0,U,West South Central,
109282,14,1,0,U,South Atlantic,
109283,16,1,0,U,Pacific,
109284,11,1,0,R,South Atlantic,
109285,11,1,0,R,West South Central,
109286,16,1,0,U,New England,
109287,11,2,0,R,South Atlantic,
109288,7,1,2,U,West South Central,
109289,10,1,0,U,Mountain,
109290,16,1,0,U,Middle Atlantic,
109291,15,1,0,U,West South Central,
109292,14,1,0,C,South Atlantic,
109293,9,1,0,U,West South Central,
109294,15,4,0,U,Pacific,
109295,2,1,0,U,Mountain,
109296,11,2,3,U,South Atlantic,
109297,16,1,0,U,South Atlantic,
109298,7,1,0,U,East South Central,
109299,15,2,0,U,South Atlantic,
109300,15,1,0,R,East North Central,
109301,9,1,0,U,Mountain,
109302,12,1,0,U,South Atlantic,
109303,3,4,0,U,Pacific,
109304,15,1,0,R,New England,
109305,8,1,0,U,South Atlantic,
109306,12,1,0,U,East North Central,
109307,13,1,0,U,New England,
109308,13,1,0,U,East North Central,
109309,16,1,0,U,New England,
109310,14,1,0,U,West South Central,
109311,1,1,0,C,East North Central,
109312,15,1,0,U,West North Central,
109313,12,1,0,U,South Atlantic,
109314,9,1,2,C,East North Central,
109315,3,1,0,U,East North Central,
109316,11,1,0,C,East North Central,
109317,9,2,2,C,West South Central,
109318,15,1,0,U,West North Central,
109319,8,1,0,R,New England,
109320,6,1,0,U,Mountain,
109321,16,1,0,U,South Atlantic,
109322,5,1,0,U,South Atlantic,
109323,4,2,0,U,East North Central,
109324,15,1,0,U,South Atlantic,
109325,9,1,0,R,West South Central,
109326,7,2,3,U,East South Central,
109327,14,1,0,R,New England,
109328,15,1,0,U,Middle Atlantic,
109329,4,1,0,U,Pacific,
109330,11,1,3,U,Pacific,
109331,16,1,0,U,New England,
109332,15,4,0,U,Pacific,
109333,8,1,0,C,Mountain,
109334,13,1,0,U,East North Central,
109335,16,1,0,U,Middle Atlantic,
109336,1,5,2,U,Pacific,
109337,13,4,0,U,Pacific,
109338,12,1,0,U,East North Central,
109339,14,4,0,U,West South Central,
109340,7,1,0,C,South Atlantic,
109341,14,1,0,U,New England,
109342,11,1,0,U,West North Central,
109343,16,6,0,C,Mountain,
109344,15,1,0,U,Mountain,
109345,11,1,0,C,West North Central,
109346,12,1,3,U,South Atlantic,
109347,11,1,0,U,Mountain,
109348,10,1,0,R,Mountain,
109349,15,1,0,U,South Atlantic,
109350,8,1,0,C,West North Central,
109351,15,1,0,U,Pacific,
109352,13,1,0,U,New England,
109353,14,1,0,U,East South Central,
109354,6,6,0,R,West North Central,
109355,8,1,1,U,West South Central,
109356,2,1,0,U,South Atlantic,
109357,11,1,0,U,Mountain,
109358,16,1,0,R,South Atlantic,
109359,4,1,0,U,Mountain,
109360,6,1,0,U,West South Central,
109361,12,1,0,R,South Atlantic,
109362,12,1,0,U,South Atlantic,
109363,13,1,0,R,New England,
109364,15,1,0,U,South Atlantic,
109365,15,1,0,U,Pacific,
109366,14,1,0,R,West North Central,
109367,16,1,0,U,Middle Atlantic,
109368,15,1,0,U,South Atlantic,
109369,15,1,0,U,Pacific,
109370,11,2,0,U,West South Central,
109371,10,1,0,U,East North Central,
109372,10,1,0,U,New England,
109373,6,1,0,C,West South Central,
109374,16,1,0,U,South Atlantic,
109375,15,1,0,C,West South Central,
109376,7,1,0,R,South Atlantic,
109377,16,1,0,R,South Atlantic,
109378,11,4,0,U,Pacific,
109379,9,1,2,C,Pacific,
109380,15,1,0,C,Pacific,
109381,8,1,0,U,West South Central,
109382,12,2,0,U,South Atlantic,
109383,3,4,0,U,Pacific,
109384,11,1,0,U,Mountain,
109385,11,1,0,R,South Atlantic,
109386,16,1,0,U,Middle Atlantic,
109387,7,1,0,U,South Atlantic,
109388,7,1,0,C,West North Central,
109389,8,1,0,U,West South Central,
109390,16,1,0,U,Pacific,
109391,12,1,0,U,Pacific,
109392,13,1,0,U,Mountain,
109393,14,1,0,U,New England,
109394,16,1,0,U,Middle Atlantic,
109395,14,1,0,U,South Atlantic,
109396,7,1,0,U,East North Central,
109397,16,1,0,U,Middle Atlantic,
109398,10,1,0,U,South Atlantic,
109399,14,1,0,C,Mountain,
109400,8,1,0,U,Middle Atlantic,
109401,12,2,0,U,South Atlantic,
109402,12,3,3,U,Pacific,
109403,12,2,0,U,Pacific,
109404,9,1,2,C,West North Central,
109405,11,2,0,R,West South Central,
109406,16,1,3,U,Pacific,
109407,14,1,0,U,Middle Atlantic,
109408,5,1,0,R,West North Central,
109409,14,1,0,R,Pacific,
109410,1,1,0,U,South Atlantic,
109411,12,1,0,U,West North Central,
109412,11,1,0,U,Mountain,
109413,16,1,0,U,Middle Atlantic,
109414,10,1,0,U,East South Central,
109415,11,1,0,U,West South Central,
109416,8,1,0,U,West South Central,
109417,15,3,0,R,East North Central,
109418,1,1,2,U,Pacific,
109419,13,1,0,R,Middle Atlantic,
109420,13,1,0,U,East North Central,
109421,14,1,0,R,New England,
109422,1,1,0,U,South Atlantic,
109423,14,1,0,U,Mountain,
109424,11,1,0,U,West South Central,
109425,7,1,0,U,Middle Atlantic,
109426,16,1,0,U,Pacific,
109427,4,1,1,R,West South Central,
109428,4,1,0,U,Pacific,
109429,9,1,0,R,South Atlantic,
109430,8,1,0,U,Middle Atlantic,
109431,13,1,0,U,Middle Atlantic,
109432,13,1,0,U,West North Central,
109433,15,1,0,U,New England,
109434,14,1,0,U,Middle Atlantic,
109435,15,1,0,U,Mountain,
109436,16,1,0,R,West North Central,
109437,14,4,0,U,Pacific,
109438,14,1,0,U,New England,
109439,12,1,0,U,West South Central,
109440,16,1,0,U,New England,
109441,13,1,0,R,South Atlantic,
109442,13,1,0,U,West North Central,
109443,13,1,0,U,West South Central,
109444,16,1,0,U,Middle Atlantic,
109445,11,1,0,U,West South Central,
109446,16,1,0,U,New England,
109447,12,1,0,U,East South Central,
109448,10,1,0,U,South Atlantic,
109449,10,1,2,C,East North Central,
109450,9,1,0,U,Mountain,
109451,12,1,0,U,South Atlantic,
109452,11,1,0,C,East North Central,
109453,16,4,0,U,Mountain,
109454,13,1,0,C,Pacific,
109455,7,1,0,U,Pacific,
109456,11,1,0,U,South Atlantic,
109457,16,1,0,U,Mountain,
109458,8,1,0,C,Mountain,
109459,15,1,0,U,South Atlantic,
109460,16,1,0,U,New England,
109461,15,1,0,U,Middle Atlantic,
109462,15,1,0,U,New England,
109463,14,1,0,R,Mountain,
109464,1,1,0,U,New England,
109465,5,1,0,C,Pacific,
109466,15,1,0,U,Middle Atlantic,
109467,6,1,0,R,Middle Atlantic,
109468,15,1,0,U,West South Central,
109469,12,1,0,U,West North Central,
109470,16,1,0,C,South Atlantic,
109471,9,3,0,C,West South Central,
109472,15,1,0,U,West North Central,
109473,16,1,0,U,South Atlantic,
109474,16,1,0,R,West South Central,
109475,15,1,0,U,New England,
109476,9,1,2,U,West South Central,
109477,12,4,3,U,Pacific,
109478,13,1,0,C,Pacific,
109479,14,2,0,U,Pacific,
109480,6,1,0,R,Pacific,
109481,12,1,0,U,Pacific,
109482,13,1,0,C,West North Central,
109483,16,1,0,U,South Atlantic,
109484,16,1,0,U,Middle Atlantic,
109485,9,1,0,U,Mountain,
109486,4,1,0,C,East South Central,
109487,15,1,0,U,South Atlantic,
109488,16,1,0,R,East North Central,
109489,16,1,0,R,West North Central,
109490,3,1,0,R,East South Central,
109491,12,6,1,R,West South Central,
109492,11,1,2,U,West North Central,
109493,15,1,0,U,Mountain,
109494,15,1,0,U,East South Central,
109495,8,4,0,U,Pacific,
109496,12,5,0,U,South Atlantic,
109497,7,1,0,C,New England,
109498,10,1,0,U,West South Central,
109499,12,1,0,U,East North Central,
109500,14,1,3,U,Pacific,
109501,15,1,0,U,Middle Atlantic,
109502,15,1,0,U,West South Central,
109503,16,1,0,U,South Atlantic,
109504,9,6,0,U,Mountain,
109505,15,1,0,C,Pacific,
109506,13,1,0,U,Pacific,
109507,16,1,0,U,South Atlantic,
109508,15,1,0,U,New England,
109509,7,4,3,U,East South Central,
109510,14,1,0,C,East North Central,
109511,13,2,0,C,Pacific,
109512,9,1,0,R,West North Central,
109513,5,1,0,C,West North Central,
109514,14,1,0,U,Middle Atlantic,
109515,15,1,0,U,Middle Atlantic,
109516,16,1,0,R,New England,
109517,13,1,0,U,West South Central,
109518,12,2,0,C,East South Central,
109519,14,1,0,U,Mountain,
109520,16,1,0,U,East North Central,
109521,11,1,0,C,East North Central,
109522,1,1,0,R,East North Central,
109523,6,1,0,U,Mountain,
109524,9,1,0,U,South Atlantic,
109525,8,1,0,U,South Atlantic,
109526,15,1,0,U,Pacific,
109527,15,1,0,U,Pacific,
109528,16,1,0,U,Mountain,
109529,9,1,0,U,Middle Atlantic,
109530,14,1,0,R,Mountain,
109531,15,1,0,R,South Atlantic,
109532,13,1,0,U,West South Central,
109533,15,1,0,C,Middle Atlantic,
109534,12,1,0,R,East South Central,
109535,7,1,0,U,Mountain,
109536,14,1,0,U,Middle Atlantic,
109537,15,1,0,U,West South Central,
109538,16,1,0,U,East North Central,
109539,12,1,0,U,New England,
109540,13,1,0,C,East North Central,
109541,14,1,0,U,Mountain,
109542,15,1,0,U,Pacific,
109543,9,1,0,U,Pacific,
109544,16,1,0,U,Middle Atlantic,
109545,13,1,0,U,New England,
109546,16,1,0,U,East North Central,
109547,7,1,0,R,Middle Atlantic,
109548,14,1,0,U,Pacific,
109549,7,1,0,U,South Atlantic,
109550,14,1,0,U,Mountain,
109551,13,1,0,U,Mountain,
109552,11,1,0,C,West North Central,
109553,11,1,0,R,Middle Atlantic,
109554,7,1,0,R,East South Central,
109555,15,1,0,C,South Atlantic,
109556,8,1,0,U,Pacific,
109557,14,1,0,U,East North Central,
109558,13,1,0,C,South Atlantic,
109559,14,1,0,U,New England,
109560,4,3,0,U,Mountain,
109561,12,1,0,U,East North Central,
109562,11,1,0,C,Pacific,
109563,7,1,0,U,West South Central,
109564,16,1,0,C,Mountain,
109565,15,1,0,U,Middle Atlantic,
109566,16,4,0,U,Pacific,
109567,15,1,0,U,Mountain,
109568,8,1,0,R,Pacific,
109569,3,1,0,U,East North Central,
109570,10,1,0,R,South Atlantic,
109571,15,1,0,U,Middle Atlantic,
109572,16,1,0,U,Pacific,
109573,14,1,0,R,West North Central,
109574,2,1,0,R,East South Central,
109575,16,1,0,U,West South Central,
109576,10,1,0,U,Middle Atlantic,
109577,11,1,0,U,Mountain,
109578,7,1,0,U,West South Central,
109579,1,2,1,U,New England,
109580,16,1,0,U,Middle Atlantic,
109581,16,1,0,U,South Atlantic,
109582,2,4,0,U,Pacific,
109583,11,1,0,U,East South Central,
109584,14,1,0,U,South Atlantic,
109585,15,2,0,U,West South Central,
109586,9,1,0,U,Mountain,
109587,12,1,0,R,South Atlantic,
109588,5,1,0,U,Mountain,
109589,12,1,0,R,South Atlantic,
109590,13,1,0,C,Mountain,
109591,16,1,0,U,East North Central,
109592,12,1,3,U,Middle Atlantic,
109593,6,1,0,C,South Atlantic,
109594,12,1,0,R,West North Central,
109595,9,1,0,R,Middle Atlantic,
109596,5,1,0,U,Pacific,
109597,10,4,0,U,Middle Atlantic,
109598,14,1,0,U,New England,
109599,16,1,0,R,New England,
109600,7,1,0,C,Mountain,
109601,15,1,0,U,West North Central,
109602,15,1,0,C,Middle Atlantic,
109603,13,1,0,R,Middle Atlantic,
109604,13,1,0,U,South Atlantic,
109605,16,1,0,U,Mountain,
109606,14,1,0,U,Middle Atlantic,
109607,9,1,0,R,West North Central,
109608,16,4,0,C,West South Central,
109609,4,1,0,U,New England,
109610,16,1,0,C,New England,
109611,15,1,0,R,New England,
109612,13,2,0,U,East South Central,
109613,15,1,0,R,Mountain,
109614,14,2,0,U,East South Central,
109615,7,1,0,U,Mountain,
109616,16,1,0,U,South Atlantic,
109617,14,2,0,U,South Atlantic,
109618,12,1,0,U,West North Central,
109619,11,4,0,U,East North Central,
109620,16,1,0,U,South Atlantic,
109621,16,1,0,U,Mountain,
109622,16,1,0,R,South Atlantic,
109623,14,6,0,U,Middle Atlantic,
109624,8,1,0,U,West South Central,
109625,7,1,0,R,South Atlantic,
109626,11,1,0,U,New England,
109627,13,1,0,R,West South Central,
109628,16,1,0,U,New England,
109629,4,6,0,U,East North Central,
109630,13,2,2,U,West South Central,
109631,10,1,0,U,South Atlantic,
109632,10,1,0,R,East North Central,
109633,15,1,0,C,West North Central,
109634,9,5,0,U,Pacific,
109635,11,1,0,R,East North Central,
109636,15,1,0,U,West North Central,
109637,12,1,0,U,Mountain,
109638,9,1,0,R,Pacific,
109639,5,2,0,U,West South Central,
109640,14,1,0,U,West North Central,
109641,14,1,0,U,East North Central,
109642,7,1,0,R,West South Central,
109643,13,1,0,U,Mountain,
109644,16,1,0,R,West South Central,
109645,13,1,0,U,Middle Atlantic,
109646,15,1,0,C,East North Central,
109647,10,1,0,U,East North Central,
109648,10,1,0,C,Mountain,
109649,6,2,0,U,West South Central,
109650,15,2,0,U,South Atlantic,
109651,16,1,0,U,Pacific,
109652,8,1,0,R,New England,
109653,1,1,0,U,East North Central,
109654,7,1,0,U,Middle Atlantic,
109655,6,1,0,U,New England,
109656,8,1,0,U,South Atlantic,
109657,16,1,0,U,Pacific,
109658,16,1,0,U,South Atlantic,
109659,4,3,0,C,West North Central,
109660,8,1,0,U,West South Central,
109661,16,1,0,R,Mountain,
109662,2,1,0,C,Pacific,
109663,12,1,0,U,Middle Atlantic,
109664,15,1,0,U,Mountain,
109665,14,4,0,U,West South Central,
109666,13,1,0,U,Mountain,
109667,7,6,3,U,Middle Atlantic,
109668,13,1,0,R,Middle Atlantic,
109669,7,1,0,C,South Atlantic,
109670,16,1,0,C,West North Central,
109671,11,2,3,U,New England,
109672,6,1,0,U,South Atlantic,
109673,7,1,0,R,South Atlantic,
109674,5,1,0,U,East North Central,
109675,12,1,0,R,Middle Atlantic,
109676,16,1,0,U,East North Central,
109677,9,1,0,C,East North Central,
109678,13,1,0,R,West South Central,
109679,12,1,0,C,Mountain,
109680,16,1,0,U,Middle Atlantic,
109681,7,1,2,R,East North Central,
109682,10,1,0,R,West North Central,
109683,15,1,0,U,West North Central,
109684,5,1,0,U,South Atlantic,
109685,12,1,0,R,South Atlantic,
109686,11,1,0,U,East North Central,
109687,14,1,0,R,East South Central,
109688,15,2,0,U,South Atlantic,
109689,15,1,0,R,East South Central,
109690,14,1,0,C,Mountain,
109691,10,1,0,U,West South Central,
109692,10,1,0,U,Pacific,
109693,12,1,0,U,West South Central,
109694,15,1,0,U,Mountain,
109695,8,1,0,R,West North Central,
109696,16,1,0,U,Pacific,
109697,1,1,0,C,Pacific,
109698,13,1,3,R,East South Central,
109699,11,1,0,U,West North Central,
109700,12,1,0,U,South Atlantic,
109701,3,1,0,U,New England,
109702,16,1,0,U,West North Central,
109703,9,1,0,R,East South Central,
109704,11,1,0,U,South Atlantic,
109705,13,1,0,U,New England,
109706,11,1,0,R,Mountain,
109707,8,4,0,U,West South Central,
109708,16,1,0,U,South Atlantic,
109709,11,1,0,U,South Atlantic,
109710,10,1,2,U,South Atlantic,
109711,3,1,3,R,New England,
109712,14,1,2,R,West North Central,
109713,14,1,0,U,Middle Atlantic,
109714,9,1,2,U,Pacific,
109715,16,1,0,U,New England,
109716,10,1,0,U,Pacific,
109717,10,6,3,U,Pacific,
109718,12,1,3,U,South Atlantic,
109719,12,1,1,R,West North Central,
109720,10,2,0,U,South Atlantic,
109721,16,1,0,R,Mountain,
109722,16,1,0,R,Pacific,
109723,5,1,0,U,New England,
109724,7,1,0,C,West North Central,
109725,14,1,0,U,Pacific,
109726,1,2,0,U,East South Central,
109727,5,1,0,U,New England,
109728,6,1,0,R,New England,
109729,15,1,0,U,Middle Atlantic,
109730,11,1,0,U,Mountain,
109731,14,1,0,U,East North Central,
109732,13,1,0,U,Middle Atlantic,
109733,10,1,0,C,East North Central,
109734,11,2,0,U,South Atlantic,
109735,14,1,0,U,New England,
109736,6,1,0,U,Middle Atlantic,
109737,16,1,0,R,New England,
109738,16,1,0,U,Middle Atlantic,
109739,8,1,0,R,Pacific,
109740,13,1,0,R,West North Central,
109741,15,1,0,C,South Atlantic,
109742,15,1,0,U,Middle Atlantic,
109743,14,2,0,U,East South Central,
109744,3,2,0,C,South Atlantic,
109745,5,2,3,U,East North Central,
109746,12,1,0,R,Middle Atlantic,
109747,15,6,0,U,New England,
109748,16,1,0,U,West North Central,
109749,15,1,0,C,West North Central,
109750,16,1,0,U,Middle Atlantic,
109751,16,4,0,U,West South Central,
109752,11,1,0,U,Mountain,
109753,15,1,0,U,Pacific,
109754,4,1,0,U,South Atlantic,
109755,15,1,0,U,Mountain,
109756,8,1,0,U,Pacific,
109757,16,1,0,U,South Atlantic,
109758,7,1,2,R,Mountain,
109759,13,4,0,C,Pacific,
109760,11,1,0,U,West South Central,
109761,16,1,0,U,West South Central,
109762,13,1,0,U,Middle Atlantic,
109763,16,1,0,U,West North Central,
109764,11,1,0,C,South Atlantic,
109765,11,2,0,U,South Atlantic,
109766,7,1,2,C,Pacific,
109767,15,4,0,U,West South Central,
109768,15,1,0,U,Middle Atlantic,
109769,15,1,0,U,West South Central,
109770,11,3,0,U,West North Central,
109771,16,4,0,U,Pacific,
109772,11,1,0,U,South Atlantic,
109773,11,2,0,U,Middle Atlantic,
109774,13,1,0,U,Middle Atlantic,
109775,16,1,0,U,South Atlantic,
109776,13,2,0,U,East South Central,
109777,14,1,0,U,East North Central,
109778,7,1,0,U,Mountain,
109779,16,4,0,U,Pacific,
109780,9,1,0,U,East South Central,
109781,8,1,0,R,Pacific,
109782,16,1,0,R,New England,
109783,14,1,0,U,Pacific,
109784,9,2,0,U,Middle Atlantic,
109785,16,1,0,C,Pacific,
109786,3,1,0,U,Mountain,
109787,13,1,0,R,Pacific,
109788,14,1,0,U,Middle Atlantic,
109789,10,1,0,R,West South Central,
109790,11,1,1,R,South Atlantic,
109791,16,1,0,U,South Atlantic,
109792,16,4,0,U,Pacific,
109793,16,1,0,R,Mountain,
109794,15,1,0,U,South Atlantic,
109795,5,4,0,U,South Atlantic,
109796,13,1,0,R,West South Central,
109797,12,1,0,R,New England,
109798,6,2,0,U,Middle Atlantic,
109799,9,1,0,U,East North Central,
109800,13,1,0,U,West North Central,
109801,15,1,3,U,East North Central,
109802,15,1,0,U,West South Central,
109803,14,1,0,U,West North Central,
109804,13,1,0,C,West South Central,
109805,10,1,3,R,Middle Atlantic,
109806,16,1,0,R,New England,
109807,16,1,0,U,South Atlantic,
109808,7,2,0,U,New England,
109809,11,1,0,U,Mountain,
109810,12,1,0,U,New England,
109811,15,1,0,R,East North Central,
109812,7,6,2,U,Pacific,
109813,11,1,0,R,West South Central,
109814,13,1,0,U,East North Central,
109815,14,1,0,U,Pacific,
109816,16,1,0,U,Middle Atlantic,
109817,15,1,0,U,Pacific,
109818,5,1,0,U,South Atlantic,
109819,15,1,0,C,West North Central,
109820,15,4,0,U,Pacific,
109821,10,1,0,C,East North Central,
109822,11,1,0,C,Middle Atlantic,
109823,16,1,0,U,Pacific,
109824,16,1,0,U,West South Central,
109825,14,1,0,U,Mountain,
109826,7,1,0,U,West South Central,
109827,12,1,0,U,East South Central,
109828,6,1,0,R,East South Central,
109829,16,1,0,U,East North Central,
109830,16,1,0,R,West South Central,
109831,12,1,0,U,East North Central,
109832,10,1,3,R,West South Central,
109833,7,1,0,U,Pacific,
109834,12,1,0,R,Pacific,
109835,12,2,0,C,West South Central,
109836,16,1,0,U,Middle Atlantic,
109837,3,1,0,R,South Atlantic,
109838,14,1,0,C,New England,
109839,13,1,0,R,East North Central,
109840,6,3,0,U,Pacific,
109841,9,1,0,R,East South Central,
109842,2,1,0,U,East North Central,
109843,14,1,0,R,East North Central,
109844,16,1,0,C,South Atlantic,
109845,6,1,0,C,Mountain,
109846,12,1,2,U,Pacific,
109847,14,2,0,R,South Atlantic,
109848,15,1,0,U,West North Central,
109849,12,1,0,U,Pacific,
109850,7,1,0,C,West North Central,
109851,8,1,0,C,South Atlantic,
109852,3,1,0,R,South Atlantic,
109853,7,1,0,U,New England,
109854,6,1,0,U,East North Central,
109855,13,1,0,U,East South Central,
109856,13,1,0,U,Pacific,
109857,7,6,0,U,East South Central,
109858,11,1,0,R,West South Central,
109859,15,1,0,U,South Atlantic,
109860,14,2,0,C,West North Central,
109861,15,1,0,R,Middle Atlantic,
109862,1,4,0,U,West South Central,
109863,7,1,0,R,East North Central,
109864,7,1,0,R,New England,
109865,14,1,0,R,Pacific,
109866,15,4,0,R,South Atlantic,
109867,16,1,0,U,West North Central,
